Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2020,2.029,TJ,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2021,2.448,TJ,total energy consumed from grid electricity,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2022,2.984,TJ,total energy consumed from grid electricity,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Champion Iron,2022,384,Mm3,total freshwater withdrawn,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Champion Iron,2022,14.766,Mm3,total freshwater consumed,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Champion Iron,2022,14.766,Mm3,total water withdrawn in high or extremely high baseline water stress areas,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Champion Iron,2022,14.766,Mm3,total water consumed in high or extremely high baseline water stress areas,,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Champion Iron,2019,0,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Champion Iron,2020,0,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Champion Iron,2021,0,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",Champion Iron,2022,0,incidents,"number of incidents of non-compliance associated with water quality permits, standards, and regulations",,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2019,12.6,millions,total weight of tailing waste,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2020,12.2,millions,total weight of tailing waste,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2021,13.6,millions,total weight of tailing waste,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2022,17.3,millions,total weight of tailing waste,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2019,4.4,millions of tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2020,0.9,millions of tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2021,2.3,millions of tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2022,1.04,millions of tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2019,34.92,%,percentage of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2020,7.38,%,percentage of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2021,16.88,%,percentage of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Champion Iron,2022,6.01,%,percentage of tailing waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Champion Iron,2019,14,million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Champion Iron,2020,14.9,million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Champion Iron,2021,19.2,million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Champion Iron,2022,19.6,million tonnes,total weight of mineral waste,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2019,63,%,percentage of employees covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2020,64,%,percentage of employees covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2021,60,%,percentage of employees covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2022,63,%,percentage of employees covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2019,63,%,percentage of contractors covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2020,64,%,percentage of contractors covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2021,60,%,percentage of contractors covered under collective bargaining agreements,,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Champion Iron,2022,63,%,percentage of contractors covered under collective bargaining agreements,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Champion Iron,2019,0,strikes,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Champion Iron,2020,0,strikes,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Champion Iron,2021,0,strikes,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Champion Iron,2022,0,strikes,number of strikes and lockouts,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2019,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2020,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2021,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2022,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2022,11.97,per million hours worked,total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2022,3.52,per million hours worked,total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2022,7.86,per million hours worked,total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2019,5,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2020,6,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2021,7,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Champion Iron,2022,8,hours,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2019,532,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2020,605,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2021,811,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2022,983,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2019,32,contract employees,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2020,54,contract employees,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2021,32,contract employees,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2022,6,contract employees,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2019,6.4,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2020,9.8,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2021,3.8,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Champion Iron,2022,0.6,%,percentage of employees who are contractors,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Northern Star,2024,788136,t CO2-e,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Northern Star,2023,789320,t CO2-e,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Northern Star,2022,677225,t CO2-e,total gross global scope 1 emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Northern Star,2024,2984,tonne,total CO emissions,Y,,,,
